company_file,inn_file,industry_file,inn_smi_publications,inn_company_main_cards,open_orgs_checker,ОГРН,ИНН,КПП,ОКПО,Полное наименование,Прежние наименования,Другие наименования,На английском,Адрес,Телефон,Web,ОКОПФ,Отрасль,Руководитель,E-mail,Соцсети,Управляющая компания,Бенефициар,flag,Полное название организации,Английское название,Адрес,Уставный капитал,ОКФС,ОКОПФ,ОКОГУ,ИНН,ОГРН,КПП,ОКАТО,ОКПО,ОКТМО,main_okved_id,main_okved_name,second_okveds
«ДИКСИ Юг»,5036045205,розничная торговля,5036045205,5036045205,1.0,1035007202460,5036045205,503601001,56811319,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДИКСИ ЮГ""",,"АО ""ДИКСИ ЮГ""",DIXY Ug Joint Stock Company,"142119, Московская обл., г. Подольск, ул. Юбилейная, д. 32АНа карте ",+7 (495) 2233338 ,www.dixygroup.ru   · 13 доменов,Непубличные акционерные общества,"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах",,a.bochkova@dixy.ru  ,,"ДИКСИ ГРУПП, АО",,1.0,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДИКСИ ЮГ""",DIXY Ug Joint Stock Company,"Московская обл., г. Подольск, ул. Юбилейная, д. 32А",41 490 312 800,Частная собственность,Непубличные акционерные общества,"Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно",5036045205,1035007202460,503601001,"Московская область, Подольск",56811319,"Московская область, Городские округа Московской области, Подольск",47.11,"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах",{'Строительство жилых и нежилых зданий': '41.20'}
"«Славнефть», группа",7707017509,нефтяная и нефтегазовая промышленность,7707017509,7707017509,1.0,1027739026270,7707017509,771001001,64537,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕФТЕГАЗОВАЯ КОМПАНИЯ ""СЛАВНЕФТЬ""","НГК СЛАВНЕФТЬ, ОАО ","ПАО ""НГК ""СЛАВНЕФТЬ""",SLAVNEFT,"125047, г. Москва, пер. 4-Й Лесной, д. 4 этаж 11 · White Stone, Бизнес-центрНа карте ",+7 (495) 7878206 ,www.slavneft.ru   · 3 домена,Публичные акционерные общества,Деятельность по управлению холдинг-компаниями,Сахно Наталья Владимировна · генеральный директор,slavneft@slavneft.ru  ,,,,1.0,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕФТЕГАЗОВАЯ КОМПАНИЯ ""СЛАВНЕФТЬ""",SLAVNEFT,"г. Москва, пер. 4-Й Лесной, д. 4 этаж 11",4 754 238,Частная собственность,Публичные акционерные общества,"Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно",7707017509,1027739026270,771001001,"Город Москва столица Российской Федерации город федерального значения, Центральный, Тверской",00064537,"Москва, Внутригородские муниципальные образования города Москвы (см. также 45 900 000), муниципальный округ Тверской",70.10.2,Деятельность по управлению холдинг-компаниями,{'Добыча нефти и нефтяного (попутного) газа': '06.10'}
«Вымпел-Коммуникации»,7713076301,телекоммуникации и связь,7713076301,7713076301,1.0,1027700166636,7713076301,771301001,17337364,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВЫМПЕЛ-КОММУНИКАЦИИ""","ВЫМПЕЛ-КОММУНИКАЦИИ, ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ","ПАО ""ВЫМПЕЛКОМ""","PUBLIC JOINT STOCK COMPANY ""VIMPEL-COMMUNICATIONS""","127083, г. Москва, ул. 8 Марта, д. 10 стр. 14На карте ",+7 (3422) 103103 ,www.beeline.ru   · 530 доменов,Публичные акционерные общества,Деятельность по предоставлению услуг подвижной связи для целей передачи голоса,"Панков Александр Александрович, Торбахов Александр Юрьевич",88005551010@mail.ru  ,vk.com/beeline  ,,,1.0,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВЫМПЕЛ-КОММУНИКАЦИИ""","PUBLIC JOINT STOCK COMPANY ""VIMPEL-COMMUNICATIONS""","г. Москва, ул. 8 Марта, д. 10 стр. 14",288 538,Частная собственность,Публичные акционерные общества,"Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно",7713076301,1027700166636,771301001,"Город Москва столица Российской Федерации город федерального значения, Северный, Савеловский",17337364,"Москва, Внутригородские муниципальные образования города Москвы (см. также 45 900 000), муниципальный округ Савеловский",61.20.1,Деятельность по предоставлению услуг подвижной связи для целей передачи голоса,{'Производство элементов электронной аппаратуры': '26.11'}
«Тойота Мотор»,7710390358,оптовая торговля,7710390358,7710390358,1.0,1027739386400,7710390358,502901001,11560713,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОЙОТА МОТОР""",,"ООО ""ТОЙОТА МОТОР""","OOO ""TOYOTA MOTOR""","141031, Московская обл, г.о. Мытищи, п Вешки, тер. ТПЗ Алтуфьево, км МКАД 84, влд. 5, стр. 1На карте ",+7 (495) 2583469 ,toyota.ru   · 13 доменов,Общества с ограниченной ответственностью,Торговля автотранспортными средствами,Ито Ёсиаки · президент,lubov.korotkova@toyota.ru  ,vk.com/toyotarussia?_ga=2.237676032.1049114427.1513844516-1371791517.1513844516  ,,,1.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОЙОТА МОТОР""","OOO ""TOYOTA MOTOR""","Московская обл, г.о. Мытищи, п Вешки, тер. ТПЗ Алтуфьево, км МКАД 84, влд. 5, стр. 1",4 875 190 000,Собственность иностранных юридических лиц,Общества с ограниченной ответственностью,"Хозяйственные общества и товарищества с участием иностранных юридических и (или) физических лиц, а также лиц без гражданства",7710390358,1027739386400,502901001,"Московская область, Мытищи, п Вешки",11560713,"Московская область, Городские округа Московской области, Мытищи, п Вешки",45.1,Торговля автотранспортными средствами,"{'Забор, очистка и распределение воды': '36.00'}"
«Дж.Т.И. Россия»,7703386329,табачная промышленность,7703386329,7703386329,1.0,1157746591815,7703386329,770301001,39472590,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЖ.Т.И. РОССИЯ""","ДЖ. Т.И. ПО МАРКЕТИНГУ И ПРОДАЖАМ, АО","ООО ""ДЖ.Т.И. РОССИЯ""","JTI Russia, LLC","123112, г. Москва, проезд 1-Й Красногвардейский, д. 15 офис ЭТАЖИ 28-32 · Многофункциональный комплекс Меркурий Тауэр. Москва-СитиНа карте ",+7 (495) 7851300 ,www.gti.com   · 38 доменов,Общества с ограниченной ответственностью,Торговля оптовая табачными изделиями,Никольский Евгений · генеральный директор,natalia.shatrova@jti.com  ,,,,1.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЖ.Т.И. РОССИЯ""","JTI Russia, LLC","г. Москва, проезд 1-Й Красногвардейский, д. 15 офис ЭТАЖИ 28-32",157 750 500,Собственность иностранных юридических лиц,Общества с ограниченной ответственностью,"Хозяйственные общества и товарищества с участием иностранных юридических и (или) физических лиц, а также лиц без гражданства",7703386329,1157746591815,770301001,"Город Москва столица Российской Федерации город федерального значения, Центральный, Пресненский",39472590,"Москва, Внутригородские муниципальные образования города Москвы (см. также 45 900 000), муниципальный округ Пресненский",46.35,Торговля оптовая табачными изделиями,{'Деятельность агентов по оптовой торговле универсальным ассортиментом товаров': '46.19'}
«МегаФон»,7812014560,телекоммуникации и связь,7812014560,7812014560,1.0,1027809169585,7812014560,770701001,31090505,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МЕГАФОН""","МЕГАФОН, ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ","ПАО ""МЕГАФОН""","MegaFon, Public Joint Stock Company","127006, г. Москва, пер. Оружейный, д. 41 · Многофункциональный комплекс «Оружейный»На карте ",+7 (3412) 772913 ,moscow.megafon.ru/   · 108 доменов,Публичные акционерные общества,Деятельность в области связи на базе проводных технологий,Помбухчан Хачатур Эдуардович · генеральный директор,1@megafon.ru  ,vk.com/megafon  ,,,1.0,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МЕГАФОН""","MegaFon, Public Joint Stock Company","г. Москва, пер. Оружейный, д. 41",62 000 000,Совместная частная и иностранная собственность,Публичные акционерные общества,"Хозяйственные общества и товарищества с участием иностранных юридических и (или) физических лиц, а также лиц без гражданства",7812014560,1027809169585,770701001,"Город Москва столица Российской Федерации город федерального значения, Центральный, Тверской",31090505,"Москва, Внутригородские муниципальные образования города Москвы (см. также 45 900 000), муниципальный округ Тверской",61.10,Деятельность в области связи на базе проводных технологий,{'Торговля оптовая программным обеспечением': '46.51.2'}
«Фольксваген Груп Рус»,5042059767,машиностроение,5042059767,5042059767,1.0,1025005336564,5042059767,402901001,51303663,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГР""","ФОЛЬКСВАГЕН ГРУП РУС, ООО ","ООО ""АГР""",AGR LLC,"248926, Калужская обл., г. Калуга, ул. Автомобильная, д. 1На карте ",+7 (495) 2583901 ,273 домена,Общества с ограниченной ответственностью,Производство автотранспортных средств,Калицев Алексей Владимирович · генеральный директор,reception@volkswagen.ru  ,vk.com/volkswagencvrussia  ,,Павлович Андрей Николаевич,1.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГР""",AGR LLC,"Калужская обл., г. Калуга, ул. Автомобильная, д. 1",7 854 583 349,Частная собственность,Общества с ограниченной ответственностью,"Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно",5042059767,1025005336564,402901001,"Калужская область, Калуга",51303663,"Калужская область, Городские округа Калужской области, г Калуга",29.1,Производство автотранспортных средств,{'Производство кузовов для автотранспортных средств; производство прицепов и полуприцепов': '29.2'}
«Рольф»,5047254063,розничная торговля,5047254063,5047254063,1.0,1215000076279,5047254063,504701001,51861011,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОЛЬФ""","РОЛЬФ, ООО ","АО ""РОЛЬФ""",JSC «ROLF»,"141410, Московская обл, г.о. Химки, г Химки, ш Ленинградское, влд. 21На карте ",+7 (495) 7858392 ,www.rolf.ru   · 177 доменов,Непубличные акционерные общества,Торговля розничная легковыми автомобилями и легкими автотранспортными средствами в специализированных магазинах,Антонов Роман Петрович · генеральный директор,0@0.ru  ,,,,1.0,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОЛЬФ""",JSC «ROLF»,"Московская обл, г.о. Химки, г Химки, ш Ленинградское, влд. 21",6 607 748 074,Совместная частная и иностранная собственность,Непубличные акционерные общества,"Хозяйственные общества и товарищества с участием иностранных юридических и (или) физических лиц, а также лиц без гражданства",5047254063,1215000076279,504701001,"Московская область, Химки",51861011,"Московская область, Городские округа Московской области, Химки",45.11.2,Торговля розничная легковыми автомобилями и легкими автотранспортными средствами в специализированных магазинах,{'Обработка отходов и лома драгоценных металлов': '38.32.2'}
«Эппл Рус»,7707767220,оптовая торговля,7707767220,7707767220,1.0,5117746070019,7707767220,770401001,38250001,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭППЛ РУС""",,"ООО ""ЭППЛ РУС""",LLC APPLE RUS,"125009, г. Москва, пер. Романов, д. 4 стр. 2 этаж 6 пом. II ком. 54На карте ",+7 (495) 9336565 ·  Открытые данные ,www.apple.com   · 1 домен,Общества с ограниченной ответственностью,"Торговля оптовая компьютерами, периферийными устройствами к компьютерам и программным обеспечением",Котилевский Александр Вячеславович · генеральный директор,,,,,1.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭППЛ РУС""",LLC APPLE RUS,"г. Москва, пер. Романов, д. 4 стр. 2 этаж 6 пом. II ком. 54",3 300 000,Собственность иностранных юридических лиц,Общества с ограниченной ответственностью,"Хозяйственные общества и товарищества с участием иностранных юридических и (или) физических лиц, а также лиц без гражданства",7707767220,5117746070019,770401001,"Город Москва столица Российской Федерации город федерального значения, Центральный, Арбат",38250001,"Москва, Внутригородские муниципальные образования города Москвы (см. также 45 900 000), муниципальный округ Арбат",46.51,"Торговля оптовая компьютерами, периферийными устройствами к компьютерам и программным обеспечением",{'Торговля оптовая ювелирными изделиями': '46.48.2'}
«Мечел»,7703370008,черная металлургия,7703370008,7703370008,1.0,1037703012896,7703370008,771401001,14582388,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МЕЧЕЛ""","СТАЛЬНАЯ ГРУППА МЕЧЕЛ, ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО","ПАО ""МЕЧЕЛ""",MECHEL OAO,"125167, г. Москва, ул. Красноармейская, д. 1 · Бизнес-центр «Петровский дом»На карте ",+7 (495) 2218800 ,www.mechel.com  ,Публичные акционерные общества,Вложения в ценные бумаги,Коржов Олег Викторович · генеральный директор,mechel@mechel.com  ,twitter.com/paomechel  ,,,1.0,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МЕЧЕЛ""",MECHEL OAO,"г. Москва, ул. Красноармейская, д. 1",5 550 276 600,Совместная частная и иностранная собственность,Публичные акционерные общества,"Хозяйственные общества и товарищества с участием иностранных юридических и (или) физических лиц, а также лиц без гражданства",7703370008,1037703012896,771401001,"Город Москва столица Российской Федерации город федерального значения, Северный, Аэропорт",14582388,"Москва, Внутригородские муниципальные образования города Москвы (см. также 45 900 000), муниципальный округ Аэропорт",64.99.11,Вложения в ценные бумаги,{'Консультирование по вопросам коммерческой деятельности и управления': '70.22'}
«ФосАгро»,7736216869,химическая и нефтехимическая промышленность,7736216869,7736216869,1.0,1027700190572,7736216869,773601001,57951659,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФОСАГРО""","ФОСАГРО, ОАО ","ПАО ""ФОСАГРО""","PhosAgro, PJSC","119333, г. Москва, проспект Ленинский, д. 55/1 стр. 1На карте ",+7 (495) 2325893 ,www.phosagro.ru   · 8 доменов,Публичные акционерные общества,Деятельность холдинговых компаний,Рыбников Михаил Константинович · генеральный директор,ir@phosagro.ru  ,twitter.com/phosagro  ,,,1.0,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФОСАГРО""","PhosAgro, PJSC","г. Москва, проспект Ленинский, д. 55/1 стр. 1",323 750 000,Совместная частная и иностранная собственность,Публичные акционерные общества,"Хозяйственные общества и товарищества с участием иностранных юридических и (или) физических лиц, а также лиц без гражданства",7736216869,1027700190572,773601001,"Город Москва столица Российской Федерации город федерального значения, Юго-Западный, Гагаринский",57951659,"Москва, Внутригородские муниципальные образования города Москвы (см. также 45 900 000), муниципальный округ Гагаринский",64.20,Деятельность холдинговых компаний,{'Денежное посредничество прочее': '64.19'}
Мосэнергосбыт,7736520080,энергосбытовая деятельность,7736520080,7736520080,1.0,1057746557329,7736520080,773601001,76469930,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСЭНЕРГОСБЫТ""","МОСЭНЕРГОСБЫТ, ПАО ","АО ""МОСЭНЕРГОСБЫТ""","AO ""MOSENERGOSBYT""","117312, г. Москва, ул. Вавилова, д. 9На карте ",+7 (485) 2211867 ,www.mosenergosbyt.ru   · 15 доменов,Непубличные акционерные общества,Торговля электроэнергией,Ковалев Андрей Викторович · генеральный директор,00@jj.ru  ,vk.com/mosenergosbyt  ,,,1.0,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСЭНЕРГОСБЫТ""","AO ""MOSENERGOSBYT""","г. Москва, ул. Вавилова, д. 9",383 004 819,Частная собственность,Непубличные акционерные общества,"Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно",7736520080,1057746557329,773601001,"Город Москва столица Российской Федерации город федерального значения, Юго-Западный, Академический",76469930,"Москва, Внутригородские муниципальные образования города Москвы (см. также 45 900 000), муниципальный округ Академический",35.14,Торговля электроэнергией,"{'Производство инструментов и приборов для измерения, тестирования и навигации': '26.51'}"
«СОГАЗ»,7736035485,страхование,7736035485,7736035485,1.0,1027739820921,7736035485,770801001,17660963,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРАХОВОЕ ОБЩЕСТВО ГАЗОВОЙ ПРОМЫШЛЕННОСТИ""","СТРАХОВОЕ ОБЩЕСТВО ГАЗОВОЙ ПРОМЫШЛЕННОСТИ, ОАО","АО ""СОГАЗ""",INSURANCE COMPANY OF GAS INDUSTRY SOGAZ,"107078, г. Москва, проспект Академика Сахарова, д. 10 · Бизнес-центр «Wave Tower»На карте ",+7 (3012) 220220 ,www.sogaz.ru   · 6 доменов,Непубличные акционерные общества,"Страхование, кроме страхования жизни",Устинов Антон Алексеевич · председатель правления,039_info@sogaz.ru  ,,,,1.0,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРАХОВОЕ ОБЩЕСТВО ГАЗОВОЙ ПРОМЫШЛЕННОСТИ""",INSURANCE COMPANY OF GAS INDUSTRY SOGAZ,"г. Москва, проспект Академика Сахарова, д. 10",30 110 751 300,Частная собственность,Непубличные акционерные общества,"Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно",7736035485,1027739820921,770801001,"Город Москва столица Российской Федерации город федерального значения, Центральный, Красносельский",17660963,"Москва, Внутригородские муниципальные образования города Москвы (см. также 45 900 000), муниципальный округ Красносельский",65.12,"Страхование, кроме страхования жизни",{'Разработка компьютерного программного обеспечения': '62.01'}
«Леруа Мерлен Восток»,5029069967,розничная торговля,5029069967,5029069967,1.0,1035005516105,5029069967,502901001,13390132,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЕ МОНЛИД""","ЛЕРУА МЕРЛЕН ВОСТОК, ООО","ООО ""ЛЕ МОНЛИД""","OOO ""LE MONLID""","141031, Московская обл., г. Мытищи, шоссе Осташковское, д. 1На карте ",+7 (494) 2496277 ,rabota.leroymerlin.ru/   · 20 доменов,Общества с ограниченной ответственностью,"Торговля розничная мебелью, осветительными приборами и прочими бытовыми изделиями в специализированных магазинах","Дефассье Лоран, Луи, Клод · генеральный директор",rsk-vestagroup@inbox.ru  ,,,,1.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЕ МОНЛИД""","OOO ""LE MONLID""","Московская обл., г. Мытищи, шоссе Осташковское, д. 1",5 980 400 000,Собственность иностранных юридических лиц,Общества с ограниченной ответственностью,"Хозяйственные общества и товарищества с участием иностранных юридических и (или) физических лиц, а также лиц без гражданства",5029069967,1035005516105,502901001,"Московская область, Мытищи",13390132,"Московская область, Городские округа Московской области, Мытищи",47.59,"Торговля розничная мебелью, осветительными приборами и прочими бытовыми изделиями в специализированных магазинах","{'Производство готовых текстильных изделий, кроме одежды': '13.92'}"
«Объединенная авиастроительная корпорация»,7708619320,машиностроение,7708619320,7708619320,1.0,1067759884598,7708619320,770501001,98253307,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОБЪЕДИНЕННАЯ АВИАСТРОИТЕЛЬНАЯ КОРПОРАЦИЯ""","ОБЪЕДИНЕННАЯ АВИАСТРОИТЕЛЬНАЯ КОРПОРАЦИЯ, ОАО","ПАО ""ОАК""","JOINT STOCK COMPANY ""UNITED AIRCRAFT CORPORATION""","115054, г. Москва, ул. Большая Пионерская, д. 1На карте ",+7 (383) 2788501 ,www.sokolplant.ru   · 11 доменов,Публичные акционерные общества,Производство самолетов,Слюсарь Юрий Борисович · генеральный директор,a.nikulin@uacrussia.ru  ,vk.com/uac_russia  ,,,1.0,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОБЪЕДИНЕННАЯ АВИАСТРОИТЕЛЬНАЯ КОРПОРАЦИЯ""","JOINT STOCK COMPANY ""UNITED AIRCRAFT CORPORATION""","г. Москва, ул. Большая Пионерская, д. 1",143 893 740 632,Смешанная российская собственность с долей федеральной собственности,Публичные акционерные общества,"Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно",7708619320,1067759884598,770501001,"Город Москва столица Российской Федерации город федерального значения, Центральный, Замоскворечье",98253307,"Москва, Внутригородские муниципальные образования города Москвы (см. также 45 900 000), муниципальный округ Замоскворечье",30.30.32,Производство самолетов,{'Производство оружия и боеприпасов': '25.40'}
"«Уралхим», ОХК",7703647595,химическая и нефтехимическая промышленность,7703647595,7703647595,1.0,1077761874024,7703647595,770301001,83198979,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОБЪЕДИНЕННАЯ ХИМИЧЕСКАЯ КОМПАНИЯ ""УРАЛХИМ""","ОБЪЕДИНЕННАЯ ХИМИЧЕСКАЯ КОМПАНИЯ УРАЛХИМ, ОАО ","АО ""ОХК ""УРАЛХИМ""","UNITED CHEMICAL COMPANY URALCHEM, JOINT STOCK COMPANY","123112, г. Москва, набережная Пресненская, д. 6 стр. 2 · Деловой комплекс ""Империя""На карте ",+7 (34242) 98127 ,www.uralchem.ru   · 54 домена,Непубличные акционерные общества,Производство удобрений и азотных соединений,Коняев Дмитрий Владимирович · генеральный директор,artur.karamashev@uralchem.com  ,vk.com/uralchem_career  ,,,1.0,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОБЪЕДИНЕННАЯ ХИМИЧЕСКАЯ КОМПАНИЯ ""УРАЛХИМ""","UNITED CHEMICAL COMPANY URALCHEM, JOINT STOCK COMPANY","г. Москва, набережная Пресненская, д. 6 стр. 2",2 002 000 000,Частная собственность,Непубличные акционерные общества,"Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно",7703647595,1077761874024,770301001,"Город Москва столица Российской Федерации город федерального значения, Центральный, Пресненский",83198979,"Москва, Внутригородские муниципальные образования города Москвы (см. также 45 900 000), муниципальный округ Пресненский",20.15,Производство удобрений и азотных соединений,{'Производство прочих основных неорганических химических веществ': '20.13'}
"«М.Видео-Эльдорадо», группа",7707548740,розничная торговля,7707548740,7707548740,1.0,1057746840095,7707548740,770101001,77296133,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МВМ""","М.ВИДЕО МЕНЕДЖМЕНТ, ООО","ООО ""МВМ""","OOO ""MVM""","105066, г. Москва, ул. Нижняя Красносельская, д. 40/12 к. 20 этаж 5 пом. II ком. 3 · Деловой центр НовьНа карте ",+7 (495) 6442849 ,www.mvideo.ru   · 95 доменов,Общества с ограниченной ответственностью,Торговля розничная аудио- и видеотехникой в специализированных магазинах,Ужахов Билан Абдурахимович · генеральный директор,a076dir@eldorado.ru  ,vk.com/mvideo  ,,,1.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МВМ""","OOO ""MVM""","г. Москва, ул. Нижняя Красносельская, д. 40/12 к. 20 этаж 5 пом. II ком. 3",3 607 200 000,Частная собственность,Общества с ограниченной ответственностью,"Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно",7707548740,1057746840095,770101001,"Город Москва столица Российской Федерации город федерального значения, Центральный, Басманный",77296133,"Москва, Внутригородские муниципальные образования города Москвы (см. также 45 900 000), муниципальный округ Басманный",47.43,Торговля розничная аудио- и видеотехникой в специализированных магазинах,"{'Деятельность агентов по оптовой торговле радио- и телеаппаратурой, техническими носителями информации': '46.15.4'}"
«Лента» (сеть гипермаркетов),7814148471,розничная торговля,7814148471,7814148471,1.0,1037832048605,7814148471,781401001,71385386,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЕНТА""","ЛЕНТА, ОБЩЕСТОВ С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ","ООО ""ЛЕНТА""",Lenta LLC,"197374, г. Санкт-Петербург, ул. Савушкина, д. 112 литера БНа карте ",+7 (921) 8486690 ,www.lenta.com   · 1 домен,Общества с ограниченной ответственностью,"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах",Сорокин Владимир Леонидович · генеральный директор,admin@lenta.com  ,vk.com/lentacom  ,,,1.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЕНТА""",Lenta LLC,"г. Санкт-Петербург, ул. Савушкина, д. 112 литера Б",1 271 714 852,Частная собственность,Общества с ограниченной ответственностью,"Хозяйственные общества и товарищества с участием иностранных юридических и (или) физических лиц, а также лиц без гражданства",7814148471,1037832048605,781401001,"Город Санкт-Петербург город федерального значения, Приморский",71385386,"Санкт-Петербург, Внутригородские муниципальные образования города федерального значения Санкт-Петербурга (см. также 40 900 000), муниципальный округ № 65",47.11,"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах",{'Производство продукции из мяса убойных животных и мяса птицы': '10.13'}
«Аэрофлот - Российские авиалинии»,7712040126,транспорт и логистика,7712040126,7712040126,1.0,1027700092661,7712040126,770401001,29063984,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЭРОФЛОТ-РОССИЙСКИЕ АВИАЛИНИИ""","АЭРОФЛОТ-РОССИЙСКИЕ АВИАЛИНИИ, ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ","ПАО ""АЭРОФЛОТ""",Aeroflot Russian Airlines JSC,"119019, г. Москва, ул. Арбат, д. 1 · Бизнес-центр «Alfa Arbat Center»На карте ",+7 (499) 5007597 ,www.aeroflot.ru   · 35 доменов,Публичные акционерные общества,"Перевозка воздушным пассажирским транспортом, подчиняющимся расписанию",Александровский Сергей Владимирович · генеральный директор,adm@aeroflot.ru  ,vk.com/aeroflot  ,,,1.0,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЭРОФЛОТ-РОССИЙСКИЕ АВИАЛИНИИ""",Aeroflot Russian Airlines JSC,"г. Москва, ул. Арбат, д. 1",3 975 771 215,Смешанная российская собственность с долей федеральной собственности,Публичные акционерные общества,"Хозяйственные общества, образованные из государственных унитарных предприятий, муниципальных унитарных предприятий, добровольных объединений государственных предприятий",7712040126,1027700092661,770401001,"Город Москва столица Российской Федерации город федерального значения, Центральный, Арбат",29063984,"Москва, Внутригородские муниципальные образования города Москвы (см. также 45 900 000), муниципальный округ Арбат",51.10.1,"Перевозка воздушным пассажирским транспортом, подчиняющимся расписанию",{'Прочие виды полиграфической деятельности': '18.12'}
